INT	STRING	INT	INT	INT	INT
3464	毛乳房	1	1	1	1
3465	毛乳交	1	1	1	1
3466	毛撒尿	1	1	1	1
3467	毛萨达姆	1	1	1	1
3468	毛塞白	1	1	1	1
3469	毛塞你爸	1	1	1	1
3470	毛塞你公	1	1	1	1
3471	毛塞你老母	1	1	1	1
3472	毛塞你老师	1	1	1	1
3473	毛塞你母	1	1	1	1
3474	毛塞你娘	1	1	1	1
3475	毛三个呆婊	1	1	1	1
3476	毛三个代婊	1	1	1	1
3477	毛三级片	1	1	1	1
3478	毛三民主义	1	1	1	1
3479	毛三陪	1	1	1	1
3480	毛三陪女	1	1	1	1
3481	毛三去车仑	1	1	1	1
3482	毛三唑仑	1	1	1	1
3483	毛骚	1	1	1	1
3484	毛骚B	1	1	1	1
3485	毛骚逼	1	1	1	1
3486	毛骚货	1	1	1	1
3487	毛色情	1	1	1	1
3488	毛色情电影	1	1	1	1
3489	毛色情服务	1	1	1	1
3490	毛色情小电影	1	1	1	1
3491	毛杀人犯	1	1	1	1
3492	毛傻B	1	1	1	1
3493	毛傻屄	1	1	1	1
3494	毛傻逼	1	1	1	1
3495	毛傻比	1	1	1	1
3496	毛傻吊	1	1	1	1
3497	毛傻卵	1	1	1	1
3498	毛傻子	1	1	1	1
3499	毛煞逼	1	1	1	1
3500	毛商务部	1	1	1	1
3501	毛上妳	1	1	1	1
3502	毛上你	1	1	1	1
3503	毛社会正义力量	1	1	1	1
3504	毛社保基金会	1	1	1	1
3505	毛社会主义	1	1	1	1
3506	毛社科院	1	1	1	1
3507	毛射精	1	1	1	1
3508	毛身份生成器	1	1	1	1
3509	毛神经病	1	1	1	1
3510	毛神通加持法	1	1	1	1
3511	毛审计署	1	1	1	1
3512	毛升达毕业证	1	1	1	1
3513	毛生春袋	1	1	1	1
3514	毛生孩子没屁眼	1	1	1	1
3515	毛生鸦片	1	1	1	1
3516	毛圣女峰	1	1	1	1
3517	毛湿透的内裤	1	1	1	1
3518	毛十八摸	1	1	1	1
3519	毛十年动乱	1	1	1	1
3520	毛十五周年	1	1	1	1
3521	毛石进	1	1	1	1
3522	毛食捻屎	1	1	1	1
3523	毛食屎	1	1	1	1
3524	毛驶你爸	1	1	1	1
3525	毛驶你公	1	1	1	1
3526	毛驶你老母	1	1	1	1
3527	毛驶你老师	1	1	1	1
3528	毛驶你母	1	1	1	1
3529	毛驶你娘	1	1	1	1
3530	毛世界日报	1	1	1	1
3531	毛是鸡	1	1	1	1
3532	毛手机复制	1	1	1	1
3533	毛手淫	1	1	1	1
3534	毛受虐狂	1	1	1	1
3535	毛售ID	1	1	1	1
3536	毛售号	1	1	1	1
3537	毛售软件	1	1	1	1
3538	毛双峰微颤	1	1	1	1
3539	毛氵去	1	1	1	1
3540	毛水利部	1	1	1	1
3541	毛水去车仑	1	1	1	1
3542	毛税务总局	1	1	1	1
3543	毛司法部	1	1	1	1
3544	毛私服	1	1	1	1
3545	毛私-服	1	1	1	1
3546	毛私—服	1	1	1	1
3547	毛斯大林	1	1	1	1
3548	毛死gd	1	1	1	1
3549	毛死全家	1	1	1	1
3550	毛四川独立	1	1	1	1
3551	毛四人帮	1	1	1	1
3552	毛宋楚瑜	1	1	1	1
3553	毛宋祖英	1	1	1	1
3554	毛孙文	1	1	1	1
3555	毛孙逸仙	1	1	1	1
3556	毛孙中山	1	1	1	1
3557	毛他爹	1	1	1	1
3558	毛他妈	1	1	1	1
3559	毛他妈的	1	1	1	1
3560	毛他马的	1	1	1	1
3561	毛他母亲	1	1	1	1
3562	毛他祖宗	1	1	1	1
3563	毛台办	1	1	1	1
3564	毛台独	1	1	1	1
3565	毛台联	1	1	1	1
3566	毛台湾党	1	1	1	1
3567	毛台湾帝国	1	1	1	1
3568	毛台湾独立	1	1	1	1
3569	毛台湾共和国	1	1	1	1
3570	毛台湾狗	1	1	1	1
3571	毛台湾国	1	1	1	1
3572	毛台湾民国	1	1	1	1
3573	毛太监	1	1	1	1
3574	毛太子党	1	1	1	1
3575	毛唐家璇	1	1	1	1
3576	毛特别公告	1	1	1	1
3577	毛特码	1	1	1	1
3578	毛体育总局	1	1	1	1
3579	毛天安门	1	1	1	1
3580	毛天安门档案	1	1	1	1
3581	毛天安门录像带	1	1	1	1
3582	毛天安门事件	1	1	1	1
3583	毛天安门屠杀	1	1	1	1
3584	毛天安门一代	1	1	1	1
3585	毛天鹅之旅	1	1	1	1
3586	毛天皇	1	1	1	1
3587	毛天皇陛下	1	1	1	1
3588	毛田纪云	1	1	1	1
3589	毛舔西	1	1	1	1
3590	毛铁道部	1	1	1	1
3591	毛统计局	1	1	1	1
3592	毛投毒杀人	1	1	1	1
3593	毛透视软件	1	1	1	1
3594	毛透视眼镜	1	1	1	1
3595	毛推油	1	1	1	1
3596	毛退党	1	1	1	1
3597	毛托管理事会	1	1	1	1
3598	毛外挂	1	1	1	1
3599	毛外_挂	1	1	1	1
3600	毛外-挂	1	1	1	1
3601	毛外—挂	1	1	1	1
3602	毛外汇局	1	1	1	1
3603	毛外交部	1	1	1	1
3604	毛外专局	1	1	1	1
3605	毛晚年周恩来	1	1	1	1
3606	毛万税	1	1	1	1
3607	毛王八蛋	1	1	1	1
3608	毛王宝森	1	1	1	1
3609	毛王刚	1	1	1	1
3610	毛王昊	1	1	1	1
3611	毛王乐泉	1	1	1	1
3612	毛王岐山	1	1	1	1
3613	毛王太华	1	1	1	1
3614	毛王兆国	1	1	1	1
3615	毛王震	1	1	1	1
3616	毛网管	1	1	1	1
3617	毛威而钢	1	1	1	1
3618	毛威而柔	1	1	1	1
3619	毛卫生部	1	1	1	1
3620	毛尉健行	1	1	1	1
3621	毛温加宝	1	1	1	1
3622	毛温馨	1	1	1	1
3623	毛温总理	1	1	1	1
3624	毛文化部	1	1	1	1
3625	毛文物局	1	1	1	1
3626	毛倭国	1	1	1	1
3627	毛倭寇	1	1	1	1
3628	毛我操	1	1	1	1
3629	毛我操你	1	1	1	1
3630	毛我干	1	1	1	1
3631	毛我妳老爸	1	1	1	1
3632	毛我日	1	1	1	1
3633	毛我日你	1	1	1	1
3634	毛无界浏览器	1	1	1	1
3635	毛吴邦国	1	1	1	1
3636	毛吴官正	1	1	1	1
3637	毛吴仪	1	1	1	1
3638	毛五星红旗	1	1	1	1
3639	毛西藏独立	1	1	1	1
3640	毛西藏天葬	1	1	1	1
3641	毛希拉克	1	1	1	1
3642	毛希特勒	1	1	1	1
3643	毛希望之声	1	1	1	1
3644	毛洗脑班	1	1	1	1
3645	毛系统	1	1	1	1
3646	毛系统公告	1	1	1	1
3647	毛系统讯息	1	1	1	1
3648	毛鲜族	1	1	1	1
3649	毛乡巴佬	1	1	1	1
3650	毛想上你	1	1	1	1
3651	毛小鸡鸡	1	1	1	1
3652	毛小泉	1	1	1	1
3653	毛小泉纯一郎	1	1	1	1
3654	毛小日本	1	1	1	1
3655	毛小肉粒	1	1	1	1
3656	毛小乳头	1	1	1	1
3657	毛小穴	1	1	1	1
3658	毛邪教	1	1	1	1
3659	毛新党	1	1	1	1
3660	毛新光明	1	1	1	1
3661	毛新华内情	1	1	1	1
3662	毛新华社	1	1	1	1
3663	毛新疆独立	1	1	1	1
3664	毛新生网	1	1	1	1
3665	毛新手指导员	1	1	1	1
3666	毛新唐人	1	1	1	1
3667	毛新闻办	1	1	1	1
3668	毛新闻出版	1	1	1	1
3669	毛新闻出版署	1	1	1	1
3670	毛新闻出版总署	1	1	1	1
3671	毛新闻管制	1	1	1	1
3672	毛新义安	1	1	1	1
3673	毛信访局	1	1	1	1
3674	毛信息产业部	1	1	1	1
3675	毛兴奋剂	1	1	1	1
3676	毛性爱	1	1	1	1
3677	毛性交	1	1	1	1
3678	毛性虐待	1	1	1	1
3679	毛性无能	1	1	1	1
3680	毛性欲	1	1	1	1
3681	毛徐光春	1	1	1	1
3682	毛学潮	1	1	1	1
3683	毛血逼	1	1	1	1
3684	毛血腥图片	1	1	1	1
3685	毛巡查员	1	1	1	1
3686	毛丫的	1	1	1	1
3687	毛丫头养的	1	1	1	1
3688	毛鸦片	1	1	1	1
3689	毛鸦片液	1	1	1	1
3690	毛鸦片渣	1	1	1	1
3691	毛烟草局	1	1	1	1
3692	毛严方军	1	1	1	1
3693	毛燕玲论坛	1	1	1	1
3694	毛阳精	1	1	1	1
3695	毛阳具	1	1	1	1
3696	毛摇头丸	1	1	1	1
3697	毛摇头玩	1	1	1	1
3698	毛耶和华	1	1	1	1
3699	毛耶苏	1	1	1	1
3700	毛耶稣	1	1	1	1
3701	毛叶剑英	1	1	1	1
3702	毛夜情	1	1	1	1
3703	毛一党专制	1	1	1	1
3704	毛一贯道	1	1	1	1
3705	毛一国两制	1	1	1	1
3706	毛一夜情	1	1	1	1
3707	毛一中一台	1	1	1	1
3708	毛伊拉克	1	1	1	1
3709	毛伊朗	1	1	1	1
3710	毛伊斯兰	1	1	1	1
3711	毛以茎至洞	1	1	1	1
3712	毛抑制剂	1	1	1	1
3713	毛阴部	1	1	1	1
3714	毛阴唇	1	1	1	1
3715	毛阴道	1	1	1	1
3716	毛阴蒂	1	1	1	1
3717	毛阴核	1	1	1	1
3718	毛阴户	1	1	1	1
3719	毛阴茎	1	1	1	1
3720	毛阴毛	1	1	1	1
3721	毛阴水	1	1	1	1
3722	毛阴小撕大	1	1	1	1
3723	毛淫	1	1	1	1
3724	毛淫荡	1	1	1	1
3725	毛淫秽	1	1	1	1
3726	毛淫货	1	1	1	1
3727	毛淫贱	1	1	1	1
3728	毛淫叫	1	1	1	1
3729	毛淫毛	1	1	1	1
3730	毛淫靡	1	1	1	1
3731	毛淫水	1	1	1	1
3732	毛淫娃	1	1	1	1
3733	毛淫语连连	1	1	1	1
3734	毛淫欲	1	1	1	1
3735	毛英雄纪念碑	1	1	1	1
3736	毛硬挺	1	1	1	1
3737	毛邮政局	1	1	1	1
3738	毛游戏发奖员	1	1	1	1
3739	毛游戏宫理员	1	1	1	1
3740	毛游戏管理员	1	1	1	1
3741	毛游行	1	1	1	1
3742	毛俞正声	1	1	1	1
3743	毛舆论钳制	1	1	1	1
3744	毛玉杵	1	1	1	1
3745	毛欲火焚身	1	1	1	1
3746	毛原子能机构	1	1	1	1
3747	taobao	1	1	1	1
3748	webgamecomcn	1	1	1	1
3749	牛B	1	1	1	1
3750	八8仙	1	1	1	1
3751	∪R	1	1	1	1
3752	ＵＲ	1	1	1	1
3753	卵巢	1	1	1	1
3754	黑手p党	1	1	1	1
3755	管理0员	1	1	1	1
3756	狗0日	1	1	1	1
3757	泽民	1	1	1	1
3758	茉莉花革命	1	1	1	1
3759	小姐兼职	1	1	1	1
3760	新疆75事件	1	1	1	1
3761	西藏314事件	1	1	1	1
3762	yuanmingxinsheng	1	1	1	1
3763	urTNND	1	1	1	1
3764	K粉	1	1	1	1
3765	kao	1	1	1	1
3766	GM	1	1	1	1
3767	共产党	1	1	1	1
3768	共党	1	1	1	1
3769	民主党	1	1	1	1
3770	共和党	1	1	1	1
3771	自由党	1	1	1	1
3772	国民党	1	1	1	1
#3773	官网	1	1	1	1
#3774	官方	1	1	1	1
3775	发码	1	1	1	1
3776	gM	1	1	1	1
#3778	通知	1	1	1	1
3779	系統	1	1	1	1
3780	官網	1	1	1	1
3781	管理員	1	1	1	1
3782	水滸無雙	1	1	1	1
3783	共產黨	1	1	1	1
3784	國民黨	1	1	1	1
3785	自由黨	1	1	1	1
3786	民主黨	1	1	1	1
#3790	公司	1	1	1	1
3791	毛澤東	1	1	1	1
3792	胡錦濤	1	1	1	1
3793	江澤民	1	1	1	1
3794	共黨	1	1	1	1
3795	外掛	1	1	1	1
3796    习近平  1       1       1       1
3797    胡锦涛  1       1       1       1
3798    古月锦涛 1      1        1        1
3799    习习    1       1       1       1
3800    习近    1       1       1       1
3801    近平    1       1       1       1
3802    习近萍  1       1       1       1
3803    习进平  1       1       1       1

